EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,JobRole,MonthlyIncome,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
375,37.0,Yes,Travel_Frequently,Research & Development,26,1,Other,1.0,female,3,1.0,Laboratory Technician,4933.0,Married,3.0,Yes,15,3,0,13,4,1,1,1
376,34.0,Yes,Travel_Rarely,Research & Development,3,5,Life Sciences,2.0,Female,1,1.0,Manager,8650.0,Married,1.0,Y,11,3,3,12,1,1,4,3
377,21.0,No,Travel_Rarely,Research & Development,8,2,Other,1.0,Male,4,4.0,Healthcare Representative,5818.0,Married,4.0,Yes,11,3,2,0,5,1,0,0
378,32.0,No,Non-Travel,Sales,10,2,Technical Degree,4.0,Female,1,2.0,Sales Representative,10273.0,Single,0.0,Yes,12,3,0,11,2,2, 10 ,0
379,40.0,No,Travel_Rarely,Research & Development,29,2,Medical,3.0,Male,4,4.0,Manager,9706.0,Married,2.0,Yes,14,4,2,17,2,1,4,1
380,31.0,No,Travel_Rarely,Research & Development,2,4,Medical,1.0,Female,2,2.0,Laboratory Technician,9436.0,Married,2.0,No,15,3,0,8,4,1,5,0
381,30.0,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3.0,Male,3,1.0,Laboratory Technician,-6337.0,Married,1.0,No,11,3,1,12,4,1,5,1
382,47.0,Yes,Travel_Rarely,Research & Development,22,5,Medical,4.0,Male,3,2.0,Manager,6945.0,Single,1.0,No,12,3,0,27,5,1,0,0
383,41.0,No,Travel_Rarely,Research & Development,27,2,Marketing,3.0,Male,2,3.0,Laboratory Technician,8777.0,Single,1.0,No,16,3,1,21,4,2,3,1
384,30.0,No,Travel_Rarely,Research & Development,5,1,Life Sciences,2.0,Female,2,4.0,Research Director,6208.0,Single,4.0,No,11,3,1,8,3,2, 6 ,0
385,18.0,No,Travel_Rarely,Research & Development,1,3,Marketing,4.0,Female,3,2.0,Research Director,5192.0,Married,4.0,No,16,4,2,0,4,2,0,0
386,25.0,No,Travel_Rarely,Sales,11,2,Marketing,4.0,Male,3,1.0,Sales Representative,8873.0,Married,3.0,No,11,3,2,2,3,3,2,0
387,43.0,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2.0,Male,3,2.0,Research Scientist,11578.0,Single,2.0,No,16,3,2,20,3,1,20,1
388,27.0,Yes,Travel_Frequently,,2,2,Technical Degree,,Male,4,1.0,Sales Representative,9512.0,Single,4.0,No,14,3,1,6,4,3,6,1
389,38.0,No,Travel_Rarely,Research & Development,16,5,Technical Degree,,Male,4,2.0,Manufacturing Director,9622.0,Divorced,4.0,No,20,4,1,16,2,3,10,2
390,42.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3.0,Female,2,4.0,Healthcare Representative,8426.0,Married,2.0,No,17,3,1,23,2,2,12,3
391,38.0,No,Travel_Rarely,Sales ,2,3,Technical Degree,3.0,Male,3,4.0,Manager,6741.0,Single,2.0,No,14,3,1,11,5,1,3,0
392,34.0,No,Travel_Frequently,Research & Development,18,3,Marketing,1.0,Female,4,4.0,Manager,6498.0,Divorced,1.0,No,14,3,3,12,3,4,1,1
393,26.0,No,Travel_Rarely,Research & Development,6,2,Medical,2.0,Female,4,2.0,Research Scientist,9437.0,Divorced,2.0,No,13,3,2,0,0,3,0,0
394,33.0,No,Travel_Rarely,Sales,2,3,Technical Degree,1.0,Male,3,3.0,Manager,9126.0,Married,3.0,No,11,3,0,8,6,1,8,0
395,39.0,Yes,Travel_Rarely, Research & Development,7,2,Other,2.0,M,4,3.0,Manufacturing Director,6157.0,Divorced,2.0,No,11,3,1,15,5,4,1,1
396,48.0,No,Non-Travel,R&D,9,2,Medical,2.0,male,1,4.0,Manufacturing Director,3537.0,Divorced,1.0,no,14,3,2,27,1,3,1,1
397,41.0,No,Travel_Rarely,Research & Development,3,3,Other,3.0,Female,3,4.0,Manager,4383.0,Married,2.0,No,18,4,0,18,3,3,0,0
398,32.0,Yes,Travel_Rarely,R&D,1,2,Other,,Female,4,2.0,Manager,9674.0,Single,4.0,No,16,3,3,11,4,4,3,3
399,32.0,Yes,Travel_Frequently,Sales,10,3,Other,1.0,Female,4,2.0,Sales Executive,6625.0,Single,1.0,No,15,3,0,11,0,3,2,1
400,48.0,No,Travel_Rarely,Research & Development,14,2,Human Resources,2.0,Female,2,4.0,Laboratory Technician,5899.0,Married,0.0,No,20,4,1,27,2,3,0,0
401,39.0,No,Travel_Rarely,Research & Development,1,4,Other,3.0,Female,3,2.0,Manager,8305.0,Married,3.0,No,18,3,1,19,5,3,6,0
402,33.0,No,Travel_Rarely,Sales,13,5,Medical,2.0,Male,4,2.0,Sales Representative,8572.0,Married,2.0,No,13,3,2,14,4,3,4,2
403,28.0,No,Travel_Rarely,Research & Development,2,5,Marketing,1.0,Male,3,2.0,Research Scientist,7632.0,Married,1.0,No,11,3,2,5,1,2,2,0
404,37.0,No,Travel_Rarely,Research & Development,2,5,Life Sciences,3.0,Female,1,4.0,Manager,5895.0,Married,1.0,No,18,3,0,14,3,3,2,2
405,35.0,No,Travel_Frequently,Research & Development,1,3,Other,3.0,Female,1,1.0,Research Scientist,6883.0,Married,1.0,Yes,11,3,1,12,3,4,4,1
406,30.0,No,Travel_Frequently,Research & Development,6,1,Life Sciences,4.0,Female,3,3.0,Manufacturing Director,6386.0,Single,3.0,No,12,3,1,10,3,4,3,3
407,26.0,Yes,Travel_Frequently,Research & Development,3,3,Marketing,4.0,Female,4,2.0,Manufacturing Director,7673.0,Married,6.0,Yes,21,3,0,3,2,2,2,2
408,18.0,No,Travel_Rarely,Sales,2,3,Technical Degree,2.0,F,2,1.0,Sales Executive,6574.0,Single,6.0,No,11,3,0,0,2,3,0,0
409,45.0,Yes,Travel_Rarely,Research & Development,2,4,Human Resources,4.0,Male,4,1.0,Manufacturing Director,5788.0,Married,3.0,No,16,3,3,21,4,3,0,0
410,35.0,No,Travel_Rarely,Research & Development,3,5,Medical,4.0,Male,2,3.0,Manufacturing Director,9738.0,Divorced,1.0,Yes,19,3,1,12,2,2,7,1
411,18.0,No,Travel_Frequently,Research & Development,7,3,Human Resources,3.0,Female,2,4.0,Laboratory Technician,8369.0,Married,4.0,No,13,3,0,0,2,3,0,0
412,38.0,Yes,Non-Travel,,2,3,Life Sciences,1.0,Male,1,3.0,Laboratory Technician,4406.0,Single,3.0,No,14,3,1,18,1,1,2,1
413,29.0,No,Travel_Frequently,Research & Development,4,4,Human Resources,3.0,Female,3,3.0,Research Scientist,6437.0,Single,1.0,No,20,3,0,8,6,1,8,0
414,35.0,No,Non-Travel,Sales,11,2,Medical,3.0,Male,1,1.0,Sales Representative,2458.0,Married,1.0,Yes,19,3,1,8,1,1,1,1
415,44.0,No,Non-Travel,Research & Development,2,5,Life Sciences,3.0,FEMALE,1,4.0,Manufacturing Director,9137.0,Single,2.0,Yes,16,3,2,24,3,4,5,3
416,45.0,Yes,Travel_Rarely,Sales,1,4,Other,2.0,Male,1,3.0,Sales Executive,8437.0,Single,6.0,No,18,4,2,23,2,1,2,2
417,35.0,No,Travel_Frequently,Research & Development,4,2,Other,1.0,Female,3,3.0,Research Scientist,7949.0,Married,1.0,No,13,3,0,10,3,3,10,0
418,42.0,Yes,Travel_Rarely,Research & Development,2,2,Other,,Male,3,2.0,Healthcare Representative,5705.0,Single,2.0,No,11,3,2,19,3,2,4,4
419,42.0,No,Travel_Frequently,Research & Development,6,3,Other,4.0,F,1,2.0,Manufacturing Director,11320.0,Married,1.0,Yes,20,3,0,19,1,1,10,3
420,38.0,No,Travel_Frequently,R&D,9,1,Technical Degree,4.0,Male,2,4.0,Research Scientist,7630.0,Single,1.0,No,13,3,1,14,2,1,10,0
421,30.0,No,Travel_Rarely,Research & Development,4,1,Technical Degree,2.0,Male,3,2.0,Manufacturing Director,5509.0,Married,5.0,No,17,4,3,8,3,4,0,0
422,35.0,No,Travel_Frequently,Research & Development,1,2,Life Sciences,3.0,Male,2,4.0,Research Director,9474.0,Divorced,1.0,No,13,3,2,10,2,1,7,1
423,28.0,Yes,Travel_Rarely,Research & Development,18,4,Technical Degree,1.0,Male,2,1.0,Healthcare Representative,7905.0,Married,1.0,No,18,4,0,8,3,2,0,0
424,40.0,No,Non-Travel,Research & Development,1,5,Human Resources,2.0,Female,2,3.0,Manager,7791.0,Divorced,2.0,NO,11,3,1,20,1,2,1,0
425,50.0,No,Travel_Rarely,Research & Development,1,2,Human Resources,3.0,Female,1,4.0,Laboratory Technician,4997.0,Divorced,3.0,No,20,3,1,28,1,1,0,0
426,30.0,No,Travel_Rarely,Sales,4,5,Life Sciences,2.0,Female,4,3.0,Manager,9142.0,Single,1.0,No,20,3,1,5,2,2,5,1
427,28.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1.0,Male,4,4.0,Research Scientist,6285.0,Divorced,1.0,No,14,3,1,9,2,1,4,2
428,29.0,No,Travel_Rarely, Research & Development,29,4,Marketing,2.0,Male,4,1.0,Laboratory Technician,9362.0,Divorced,4.0,No,19,3,2,7,3,1,1,0
429,45.0,No,Travel_Rarely,Research & Development,6,2,Other,3.0,Female,3,1.0,Manager,9742.0,Married,2.0,Yes,11,3,0,21,2,2,0,0
430,42.0,Yes,Travel_Rarely,Sales,13,2,Technical Degree,2.0,Male,1,2.0,Sales Executive,4775.0,Married,1.0,No,18,4,0,21,3,2,5,1
431,48.0,No,Non-Travel,Sales,2,4,Marketing,3.0,Male,3,1.0,Manager,6362.0,Married,1.0,No,20,3,1,28,4,1,0,0
432,29.0,No,Non-Travel,Research & Development,5,4,Medical,1.0,Male,2,2.0,Research Scientist,8034.0,Single,6.0,No,11,3,1,8,1,2,8,5
433,43.0,Yes,Non-Travel,Sales,18,3,Technical Degree,4.0,Female,3,1.0,Sales Executive,12693.0,Divorced,3.0,No,17,3,0,18,1,1,18,0
434,25.0,Yes,Travel_Rarely,Research & Development,11,3,Life Sciences,2.0,Female,1,2.0,Manager,5910.0,Married,3.0,Yes,11,4,2,4,3,2,3,3
435,41.0,No,Non-Travel,Human Resources,1,5,Life Sciences,3.0,Male,2,4.0,Manager,10279.0,Married,4.0,No,18,3,1,16,4,4,7,1
436,49.0,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1.0,Female,1,1.0,Research Director,6403.0,Divorced,2.0,No,13,4,2,24,2,3,0,0
437,45.0,No,Travel_Frequently,Sales,8,2,Human Resources,2.0,Male,2,3.0,Sales Executive,8950.0,Single,0.0,No,11,4,1,22,4,1,14,5
438,34.0,No,Travel_Rarely,Sales,19,4,Other,2.0,Female,1,3.0,Sales Executive,9549.0,Married,2.0,No,11,3,1,9,3,2,9,0
439,51.0,No,Travel_Rarely,Research & Development,6,2,Marketing,4.0,Male,3,4.0,Research Director,7517.0,Married,3.0,YES,16,3,0,30,2,3,0,0
440,53.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2.0,Male,2,4.0,Research Director,7583.0,Single,3.0,No,11,3,0,31,2,2,2,2
441,50.0,No,Travel_Rarely,Sales,10,4,Human Resources,2.0,Male,2,3.0,Sales Representative,6947.0,Divorced,3.0,No,16,3,0,27,3,3,3,2
442,54.0,No,Travel_Rarely, Research & Development,10,2,Medical,4.0,Male,2,4.0,Manager,6717.0,Divorced,1.0,No,14,3,1,31,5,2,8,4
443,39.0,No,Travel_Frequently,Research & Development,5,4,Other,1.0,Male,1,4.0,Manager,7300.0,Married,2.0,No,14,3,1,17,1,2,1,1
444,32.0,Yes,Travel_Rarely,Sales,1,3,Other,1.0,Female,1,1.0,Sales Representative,9300.0,Single,1.0,Yes,11,3,2,10,2,1,5,3
445,30.0,No,Travel_Rarely,Research & Development,18,2,Other,3.0,Male,1,4.0,Research Scientist,7590.0,Married,5.0,No,19,3,0,9,1,1,7,1
446,46.0,No,Travel_Rarely,R&D,1,3,Technical Degree,4.0,Male,1,4.0,Research Director,5865.0,Single,0.0,NO,18,3,1,24,4,2,2,1
447,39.0,No,Travel_Rarely,Research & Development,1,3,Human Resources,1.0,Male,4,4.0,Manager,11755.0,Single,4.0,No,17,3,0,19,2,4,10,3
448,27.0,No,Travel_Rarely,Sales,10,1,Medical,1.0,Male,3,4.0,Sales Representative,5153.0,Divorced,1.0,No,13,3,0,2,3,4,1,1
449,32.0,No,Travel_Rarely,Research & Development,7,4,Technical Degree,1.0,FEMALE,4,1.0,Manager,5770.0,Married,3.0,No,18,3,0,8,3,2,0,0
450,40.0,No,Non-Travel,Sales,1,1,Life Sciences,1.0,Female,4,1.0,Manager,7443.0,Married,2.0,No,13,4,1,14,5,4,0,0
451,41.0,No,Travel_Rarely,SALES,18,2,Other,1.0,Male,3,3.0,Manager,8432.0,Single,3.0,Yes,11,3,1,16,3,4,12,3
452,53.0,No,Travel_Frequently,Research & Development,3,3,Medical,4.0,Female,2,1.0,Manufacturing Director,6903.0,Single,2.0,No,15,4,0,32,3,2,1,1
453,40.0,No,Travel_Rarely,Sales,3,2,Life Sciences,3.0,Female,4,2.0,Sales Executive,3095.0,Married,2.0,No,15,4,0,15,3,3,3,0
454,38.0,No,Travel_Rarely,Research & Development,1,5,Marketing,3.0,Female,2,4.0,Research Scientist,15622.0,Married,2.0,No,13,4,1,17,5,2,17,0
455,33.0,No,Travel_Rarely,Research & Development,8,4,Human Resources,4.0,Female,1,4.0,Healthcare Representative,7825.0,Divorced,1.0,Yes,11,3,1,9,2,4, 2 ,2
456,41.0,No,Non-Travel,Research & Development,1,3,Medical,3.0,Female,2,2.0,Research Scientist,6828.0,Single,2.0,No,15,3,1,16,3,4,7,4
457,39.0,No,Non-Travel,Sales,15,3,Technical Degree,1.0,MALE,1,3.0,Sales Executive,8181.0,Married,5.0,No,19,3,3,19,3,2,4,4
458,35.0,Yes,Travel_Rarely,Research & Development,8,1,Other,1.0,Female,4,4.0,Healthcare Representative,5382.0,Single,1.0,No,21,3,1,13,4,1,0,0
459,40.0,No,Non-Travel,Sales,8,4,Other,2.0,Male,4,3.0,Sales Representative,8139.0,Married,2.0,NO,19,3,1,18,2,3,10,7
460,38.0,No,Non-Travel,Research & Development,29,1,Technical Degree,3.0,Female,1,4.0,Research Scientist,8777.0,Married,0.0,No,16,3,0,16,3,3,10,1
461,37.0,No,Travel_Rarely,Research & Development,1,2,Medical,3.0,Male,1,2.0,Healthcare Representative,9101.0,Single,2.0,No,16,3,1,15,4,1,10,7
462,47.0,No,Travel_Rarely,Sales,3,4,Technical Degree,3.0,Male,4,2.0,Sales Representative,6902.0,Single,2.0,No,11,3,3,25,2,1,0,0
463,38.0,No,Non-Travel,Research & Development,5,4,Human Resources,1.0,Male,4,2.0,Research Scientist,7398.0,Married,5.0,No,11,3,3,13,4,3,13,2
464,42.0,No,Travel_Rarely,Research & Development,4,3,Human Resources,3.0,Female,3,3.0,Research Scientist,13587.0,Married,2.0,No,14,3,0,21,1,3,17,0
465,33.0,No,Travel_Rarely,Research & Development,4,3,Other,4.0,Male,1,2.0,Laboratory Technician,5528.0,Divorced,3.0,No,14,3,1,11,4,2,1,1
466,38.0,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1.0,FEMALE,1,3.0,Manager,6305.0,Married,0.0,No,24,3,2,18,3,4,0,0
467,20.0,No,Travel_Rarely,Research & Development,13,1,Technical Degree,1.0,Male,4,3.0,Manager,7398.0,Married,2.0,Yes,16,3,2,0,4,1,0,0
468,,No,Travel_Rarely,Sales,16,1,Marketing,4.0,Male,1,3.0,Sales Representative,8530.0,Married,2.0,Yes,12,3,2,8,0,2,8,3
469,38.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3.0,Female,2,4.0,Laboratory Technician,9187.0,Married,2.0,No,11,3,0,16,1,3,3,0
470,45.0,No,Travel_Frequently,Research & Development,15,5,Medical,1.0,Female,2,1.0,Manufacturing Director,14925.0,Single,3.0,Yes,11,3,2,23,2,1,21,1
471,27.0,No,Travel_Rarely,Research & Development,5,2,Other,2.0,Male,1,4.0,Manufacturing Director,10569.0,Divorced,1.0,No,15,4,1,3,2,2,3,3
472,36.0,Yes,Non-Travel,Research & Development,8,4,Human Resources,2.0,Male,4,1.0,Research Scientist,7565.0,Married,2.0,Yes,11,3,3,15,2,1,13,1
473,34.0,No,Travel_Rarely,R&D,10,1,Medical,4.0,Female,2,1.0,Manager,11266.0,Married,0.0,No,19,3,2,12,2,2,10,2
474,38.0,No,Travel_Rarely,Research & Development,1,4,Other,2.0,Male,4,,Laboratory Technician,11541.0,Married,1.0,No,15,3,0,17,3,3,17,2
475,168.0,Yes,Travel_Rarely,Sales,24,3,Technical Degree,1.0,Male,3,1.0,Sales Representative,8635.0,Married,5.0,Yes,11,3,1,0,3,3,0,0
476,40.0,No,Travel_Frequently,Research & Development,11,5,Other,3.0,Female,2,2.0,Laboratory Technician,7071.0,Single,4.0,No,11,3,2,18,3,2,2,2
477,34.0,No,Travel_Rarely,Research & Development,5,2,Technical Degree,4.0,Female,2,3.0,Research Scientist,5192.0,Married,4.0,No,11,4,1,9,1,3,0,0
478,36.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2.0,Female,3,2.0,Research Scientist,,Single,1.0,No,13,3,0,17,2,2,2,2
479,47.0,Yes,Travel_Frequently,Sales,3,5,Life Sciences,1.0,Female,2,2.0,Manager,7869.0,Single,0.0,No,15,3,0,27,1,1,0,0
480,42.0,No,Non-Travel,Research & Development,1,4,Technical Degree,1.0,Female,4,2.0,Manager,11528.0,Married,2.0,No,12,3,1,19,4,2,3,3
481,44.0,No,Non-Travel,Research & Development,1,5,Marketing,2.0,Female,3,4.0,Manufacturing Director,10691.0,Divorced,4.0,Yes,18,3,0,22,0,2,2,2
482,29.0,Yes,Non-Travel,Research & Development,5,4,Technical Degree,1.0,Female,2,,Manager,7782.0,Married,1.0,Yes,11,3,1,6,3,3,4,4
483,41.0,No,Travel_Rarely,Research & Development,8,3,Medical,4.0,Female,1,4.0,Healthcare Representative,5059.0,Married,4.0,No,17,3,1,20,4,4,2,2
484,54.0,No,Travel_Rarely,Research & Development,22,4,Marketing,4.0,Male,4,4.0,Research Scientist,10289.0,Married,3.0,Yes,13,3,2,31,1,1,17,2
485,32.0,No,Travel_Rarely,Sales,16,3,Other,1.0,Male,4,2.0,Sales Representative,5897.0,Married,0.0,No,11,4,0,12,3,3,2,2
486,46.0,Yes,Travel_Rarely,Research & Development,19,4,Other,,Female,3,1.0,Research Director,5835.0,Divorced,4.0,Yes,17,3,0,22,4,1,1,1
487,36.0,No,Travel_Rarely,Sales,2,4,Other,2.0,Male,4,2.0,Manager,9689.0,Married,2.0,No,11,3,0,12,1,3,8,3
488,27.0,No,Travel_Rarely,Research & Development,7,4,Technical Degree,2.0,Male,1,2.0,Research Scientist,5734.0,Divorced,1.0,No,15,3,3,4,2,3,4,2
489,18.0,Yes,Travel_Frequently,Sales,24,4,Technical Degree,4.0,Male,4,3.0,Manager,8720.0,Married,2.0,Yes,15,3,0,0,1,2,0,0
490,42.0,No,Travel_Rarely,Sales,4,2,Medical,1.0,Female,3,3.0,Manager,7702.0,Married,2.0,Yes,20,4,0,19,2,3,6,0
491,29.0,No,Travel_Rarely,Sales,3,3,Human Resources,1.0,Male,2,4.0,Manager,7288.0,Married,1.0,Yes,23,3,0,4,1,3,3,0
492,45.0,No,Travel_Rarely,Research & Development,1,5,Life Sciences,4.0,Female,4,1.0,Research Scientist,10026.0,Single,4.0,No,11,3,1,24,1,2,7,4
493,51.0,No,Travel_Rarely,Sales,1,2,Medical,4.0,Male,3,1.0,Sales Executive,6626.0,Married,2.0,Yes,17,3,0,28,3,4,8,3
494,50.0,No,Travel_Rarely,Sales,25,3,Technical Degree,1.0,Male,1,1.0,Manager,9476.0,Divorced,0.0,Yes,16,3,3,27,3,3,5,3
495,42.0,No,Travel_Rarely,Research & Development,18,3,Technical Degree,1.0,Female,2,1.0,Research Scientist,7410.0,Divorced,,N,12,3,0,17,3,3, 5 ,2
496,40.0,No,Travel_Rarely,Research & Development,1,3,Medical,4.0,Male,2,1.0,Healthcare Representative,7663.0,Divorced,0.0,No,18,3,3,17,2,3,2,2
497,32.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2.0,Female,1,2.0,Manufacturing Director,8828.0,Married,3.0,No,20,3,1,16,3,2,3,0
498,,No,Travel_Rarely,Research & Development,12,2,Human Resources,3.0,Female,4,1.0,Manager,9665.0,Divorced,8.0,Yes,19,3,0,21,3,4,8,1
499,42.0,No,Travel_Rarely,Sales,2,4,Other,1.0,Male,3,2.0,Sales Representative,6925.0,Married,9.0,No,12,3,0,20,2,4,2,1
500,50.0,No,Travel_Rarely,Research & Development,4,3,Medical,2.0,Female,4,2.0,Healthcare Representative,5737.0,Single,1.0,Yes,19,4,2,29,3,4,0,0
501,34.0,Yes,Travel_Rarely,Research & Development,1,1,Medical,1.0,Male,1,3.0,Manufacturing Director,6922.0,Single,4.0,NO,19,3,0,14,1,2,0,0
502,21.0,No,Non-Travel,Sales,1,3,Technical Degree,2.0,Male,2,4.0,Manager,4455.0,Married,4.0,No,15,3,0,0,3,1,0,0
503,34.0,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3.0,Male,2,1.0,Research Director,7983.0,Married,1.0,No,11,3,0,13,1,3,0,0
504,21.0,No,Travel_Frequently,Research & Development,11,3,Life Sciences,4.0,Female,3,4.0,Healthcare Representative,8556.0,Single,0.0,No,19,4,0,0,2,3,0,0
505,37.0,No,Travel_Rarely,Research & Development,1,2,Marketing,1.0,Female,1,3.0,Manufacturing Director,,Single,1.0,No,12,3,2,11,5,1,2,0
506,23.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4.0,Male,3,2.0,Research Director,8165.0,Single,2.0,no,11,3,0,1,0,4,0,0
507,23.0,No,Travel_Frequently,Research & Development,2,3,Other,3.0,Female,4,2.0,Research Director,5005.0,Married,1.0,No,14,3,0,0,2,2,0,0
508,26.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4.0,Female,3,3.0,Manager,8119.0,Married,0.0,Yes,18,3,1,2,2,3,2,1
509,26.0,No,Travel_Rarely,Sales,14,4,Marketing,4.0,Male,4,3.0,Manager,5926.0,Married,2.0,NO,14,3,1,6,3,4,0,0
510,37.0,No,Travel_Rarely,Research & Development,6,1,Human Resources,1.0,Female,2,3.0,Healthcare Representative,7245.0,Married,2.0,Yes,21,3,0,13,0,2,6,0
511,48.0,Yes,Travel_Frequently,Research & Development,1,4,Human Resources,3.0,Female,3,3.0,Laboratory Technician,6712.0,Married,2.0,No,16,4,0,24,4,2,2,2
512,44.0,No,Travel_Rarely,Human Resources,6,3,Marketing,4.0,Female,4,4.0,Human Resources,9073.0,Single,2.0,Yes,19,3,0,22,0,1,12,0
513,40.0,Yes,Travel_Rarely,Sales,4,4,Human Resources,2.0,Male,3,1.0,Sales Executive,6049.0,Single,4.0,No,14,3,3,19,2,3,1,0
514,41.0,No,Travel_Rarely,Research & Development,4,2,Other,1.0,Male,1,1.0,Healthcare Representative,10140.0,Married,4.0,NO,11,3,3,17,4,4,3,1
515,30.0,No,Non-Travel,Sales,6,3,Life Sciences,4.0,Female,4,1.0,Manager,9194.0,Married,2.0,No,15,3,3,7,3,2,7,4
516,45.0,Yes,Travel_Frequently,HR,29,4,Marketing,4.0,Female,1,1.0,Manager,4096.0,Married,1.0,Yes,14,4,2,22,3,3,0,0
517,34.0,Yes,Travel_Frequently,Sales,14,3,Technical Degree,1.0,Female,4,4.0,Sales Executive,8450.0,Married,4.0,Yes,11,3,2,11,3,4,7,4
518,25.0,No,Travel_Rarely,Research & Development,2,4,Human Resources,4.0,Female,1,2.0,Healthcare Representative,8357.0,Single,2.0,No,22,3,1,4,3,1,1,1
519,27.0,No,Travel_Rarely,Sales,6,2,Technical Degree,4.0,Female,1,4.0,Manager,8033.0,Divorced,3.0,No,20,3,2,6,0,1,6,4
520,28.0,No,Travel_Rarely,Research & Development,13,3,Human Resources,4.0,female,2,2.0,Manufacturing Director,5789.0,Single,4.0,Yes,13,3,1,6,3,4,0,0
521,37.0,No,Travel_Frequently,Human Resources,3,3,Medical,1.0,Female,3,2.0,Human Resources,8890.0,Single,3.0,No,16,4,3,13,2,2,1,1
522,34.0,No,Travel_Rarely,Research & Development,1,2,Human Resources,1.0,Female,2,,Laboratory Technician,10412.0,Married,6.0,Yes,13,3,0,13,5,2, 12 ,5
523,29.0,No,Travel_Rarely,Research & Development,1,5,Marketing,3.0,Male,1,3.0,Research Scientist,,Married,8.0,No,15,3,0,8,5,4,0,0
524,32.0,No,Travel_Rarely,Human Resources,12,4,Other,1.0,Female,1,1.0,Manager,6437.0,Married,3.0,No,14,3,1,11,3,1,1,1
525,25.0,No,Travel_Rarely,Research & Development,7,1,Life Sciences,2.0,Male,1,3.0,Research Scientist,5436.0,Married,2.0,No,13,3,1,4,3,1,2,2
526,47.0,No,Travel_Rarely,Sales,21,3,Life Sciences,4.0,Female,3,3.0,Sales Executive,8650.0,Married,1.0,Yes,11,3,2,21,1,2,6,3
527,31.0,No,Travel_Rarely,R&D,3,2,Medical,2.0,Female,2,4.0,Manufacturing Director,8753.0,Married,2.0,Yes,12,3,2,6,2,4,2,2
528,52.0,No,Travel_Frequently,Research & Development,19,3,Other,3.0,Male,4,1.0,Research Director,6837.0,Married,2.0,No,15,3,0,29,6,4,1,0
529,42.0,No,Travel_Frequently,Research & Development,3,4,Marketing,3.0,Male,1,3.0,Manager,6268.0,Married,4.0,Yes,12,3,0,20,4,1,9,2
530,60.0,No,Travel_Rarely,Research & Development,11,3,Marketing,2.0,Female,4,4.0,Research Scientist,8599.0,Single,3.0,Yes,17,3,0,39,1,1,5,4
531,35.0,No,Travel_Rarely,Sales,20,2,Technical Degree,3.0,Female,1,2.0,Sales Executive,4658.0,Single,5.0,No,17,3,1,12,4,1,0,0
532,30.0,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4.0,Female,4,1.0,Manager,5902.0,Single,2.0,Yes,16,3,0,8,4,2,0,0
533,46.0,No,Non-Travel,R&D,4,3,Medical,1.0,Female,3,1.0,Healthcare Representative,6808.0,Married,2.0,No,16,4,3,24,4,4,3,3
534,23.0,No,Non-Travel,Research & Development,1,4,Human Resources,2.0,Male,3,1.0,Research Scientist,6512.0,Divorced,0.0,No,12,3,1,1,1,2,1,1
535,28.0,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1.0,Male,3,1.0,Research Scientist,7263.0,Single,8.0,No,11,3,0,4,3,1,4,3
536,40.0,No,Non-Travel,,1,2,Marketing,3.0,Male,2,3.0,Manager,6395.0,Married,2.0,No,14,3,1,18,2,1,6,0
537,38.0,No,Non-Travel,Research & Development,4,4,Human Resources,4.0,Male,1,4.0,Research Director,6073.0,Single,2.0,No,12,3,1,13,2,3,5,1
538,,No,Non-Travel,Research & Development,1,4,Life Sciences,1.0,Male,1,3.0,Manufacturing Director,7903.0,Single,9.0,No,19,3,3,11,4,1,2,2
539,,Yes,Travel_Rarely,Research & Development,3,2,Human Resources,2.0,Female,1,1.0,Healthcare Representative,5300.0,Married,5.0,No,18,3,1,23,4,2,2,1
540,32.0,Yes,Travel_Rarely,Research & Development,29,3,Other,1.0,Male,4,1.0,Research Scientist,6754.0,Single,2.0,No,11,3,1,13,2,2,0,0
541,52.0,No,Travel_Rarely,Sales,2,3,Technical Degree,2.0,Male,1,3.0,Manager,6887.0,Married,0.0,Yes,23,3,0,31,3,2,3,3
542,43.0,No,Travel_Rarely,Research & Development,12,2,Marketing,1.0,Female,2,4.0,Laboratory Technician,9322.0,Divorced,5.0,No,19,3,3,27,5,1,3,2
