EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,JobRole,MonthlyIncome,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,AttritionRiskScore,RiskCategory,PredictedAttrition,EstReplacementCost
383,41,No,Travel_Rarely,Research & Development,27,2,Marketing,3,Male,2,3,Laboratory Technician,8777,Single,1,No,16,3,1,21,4,2,3,1,18.2,Low,No,0.0
384,30,No,Travel_Rarely,Research & Development,5,1,Life Sciences,2,Female,2,4,Research Director,6208,Single,4,No,11,3,1,8,3,2,6,0,36.1,Medium,No,0.0
385,18,No,Travel_Rarely,Research & Development,1,3,Marketing,4,Female,3,2,Research Director,5192,Married,4,No,16,4,2,0,4,2,0,0,33.2,Medium,No,0.0
386,25,No,Travel_Rarely,Sales,11,2,Marketing,4,Male,3,1,Sales Representative,8873,Married,3,No,11,3,2,2,3,3,2,0,17.8,Low,No,0.0
387,43,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,2,Research Scientist,11578,Single,2,No,16,3,2,20,3,1,20,1,13.7,Low,No,0.0
388,37,Yes,Travel_Frequently,Research & Development,2,2,Technical Degree,1,Male,4,1,Sales Representative,7417,Single,2,No,14,3,1,6,4,3,6,1,55.4,Medium,Yes,44502.0
389,38,No,Travel_Rarely,Research & Development,16,5,Technical Degree,1,Male,4,2,Manufacturing Director,9622,Divorced,4,No,20,4,1,16,2,3,10,2,11.3,Low,No,0.0
390,42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,2,4,Healthcare Representative,8426,Married,2,No,17,3,1,23,2,2,12,3,12.1,Low,No,0.0
391,38,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Male,3,4,Manager,6741,Single,2,No,14,3,1,11,5,1,3,0,43.8,Medium,No,0.0
392,34,No,Travel_Frequently,Research & Development,18,3,Marketing,1,Female,4,4,Manager,6498,Divorced,1,No,14,3,3,12,3,4,1,1,27.9,Low,No,0.0
393,26,No,Travel_Rarely,Research & Development,6,2,Medical,2,Female,4,2,Research Scientist,9437,Divorced,2,No,13,3,2,0,0,3,0,0,18.1,Low,No,0.0
394,33,No,Travel_Rarely,Sales,2,3,Technical Degree,1,Male,3,3,Manager,9126,Married,3,No,11,3,0,8,6,1,8,0,15.0,Low,No,0.0
395,39,Yes,Travel_Rarely,Research & Development,7,2,Other,2,Male,4,3,Manufacturing Director,6157,Divorced,2,No,11,3,1,15,5,4,1,1,31.1,Medium,No,36942.0
396,48,No,Non-Travel,Research & Development,9,2,Medical,2,Male,1,4,Manufacturing Director,3537,Divorced,1,No,14,3,2,27,1,3,1,1,39.2,Medium,No,0.0
397,41,No,Travel_Rarely,Research & Development,3,3,Other,3,Female,3,4,Manager,4383,Married,2,No,18,4,0,18,3,3,0,0,34.5,Medium,No,0.0
398,32,Yes,Travel_Rarely,Research & Development,1,2,Other,1,Female,4,2,Manager,9674,Single,4,No,16,3,3,11,4,4,3,3,17.8,Low,No,58044.0
399,32,Yes,Travel_Frequently,Sales,10,3,Other,1,Female,4,2,Sales Executive,6625,Single,1,No,15,3,0,11,0,3,2,1,56.9,Medium,Yes,39750.0
400,48,No,Travel_Rarely,Research & Development,14,2,Human Resources,2,Female,2,4,Laboratory Technician,5899,Married,0,No,20,4,1,27,2,3,0,0,38.3,Medium,No,0.0
401,39,No,Travel_Rarely,Research & Development,1,4,Other,3,Female,3,2,Manager,8305,Married,3,No,18,3,1,19,5,3,6,0,14.5,Low,No,0.0
402,33,No,Travel_Rarely,Sales,13,5,Medical,2,Male,4,2,Sales Representative,8572,Married,2,No,13,3,2,14,4,3,4,2,23.2,Low,No,0.0
403,28,No,Travel_Rarely,Research & Development,2,5,Marketing,1,Male,3,2,Research Scientist,7632,Married,1,No,11,3,2,5,1,2,2,0,40.5,Medium,No,0.0
404,37,No,Travel_Rarely,Research & Development,2,5,Life Sciences,3,Female,1,4,Manager,5895,Married,1,No,18,3,0,14,3,3,2,2,25.0,Low,No,0.0
405,35,No,Travel_Frequently,Research & Development,1,3,Other,3,Female,1,1,Research Scientist,6883,Married,1,Yes,11,3,1,12,3,4,4,1,45.6,Medium,No,0.0
406,30,No,Travel_Frequently,Research & Development,6,1,Life Sciences,4,Female,3,3,Manufacturing Director,6386,Single,3,No,12,3,1,10,3,4,3,3,28.6,Low,No,0.0
407,26,Yes,Travel_Frequently,Research & Development,3,3,Marketing,4,Female,4,2,Manufacturing Director,7673,Married,6,Yes,21,3,0,3,2,2,2,2,62.4,High,Yes,46038.0
408,18,No,Travel_Rarely,Sales,2,3,Technical Degree,2,Female,2,1,Sales Executive,6574,Single,6,No,11,3,0,0,2,3,0,0,44.0,Medium,No,0.0
409,45,Yes,Travel_Rarely,Research & Development,2,4,Human Resources,4,Male,4,1,Manufacturing Director,5788,Married,3,No,16,3,3,21,4,3,0,0,36.8,Medium,No,34728.0
410,35,No,Travel_Rarely,Research & Development,3,5,Medical,4,Male,2,3,Manufacturing Director,9738,Divorced,1,Yes,19,3,1,12,2,2,7,1,16.2,Low,No,0.0
411,18,No,Travel_Frequently,Research & Development,7,3,Human Resources,3,Female,2,4,Laboratory Technician,8369,Married,4,No,13,3,0,0,2,3,0,0,18.3,Low,No,0.0
412,37,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,1,3,Laboratory Technician,7417,Single,2,No,14,3,1,18,1,1,2,1,59.2,Medium,Yes,44502.0
413,29,No,Travel_Frequently,Research & Development,4,4,Human Resources,3,Female,3,3,Research Scientist,6437,Single,1,No,20,3,0,8,6,1,8,0,26.8,Low,No,0.0
414,35,No,Non-Travel,Sales,11,2,Medical,3,Male,1,1,Sales Representative,2458,Married,1,Yes,19,3,1,8,1,1,1,1,59.3,Medium,Yes,0.0
415,44,No,Non-Travel,Research & Development,2,5,Life Sciences,3,Female,1,4,Manufacturing Director,9137,Single,2,Yes,16,3,2,24,3,4,5,3,15.6,Low,No,0.0
416,45,Yes,Travel_Rarely,Sales,1,4,Other,2,Male,1,3,Sales Executive,8437,Single,6,No,18,4,2,23,2,1,2,2,52.1,Medium,Yes,50622.0
417,35,No,Travel_Frequently,Research & Development,4,2,Other,1,Female,3,3,Research Scientist,7949,Married,1,No,13,3,0,10,3,3,10,0,23.6,Low,No,0.0
418,42,Yes,Travel_Rarely,Research & Development,2,2,Other,1,Male,3,2,Healthcare Representative,5705,Single,2,No,11,3,2,19,3,2,4,4,62.7,High,Yes,34230.0
419,42,No,Travel_Frequently,Research & Development,6,3,Other,4,Female,1,2,Manufacturing Director,11320,Married,1,Yes,20,3,0,19,1,1,10,3,16.2,Low,No,0.0
420,38,No,Travel_Frequently,Research & Development,9,1,Technical Degree,4,Male,2,4,Research Scientist,7630,Single,1,No,13,3,1,14,2,1,10,0,24.9,Low,No,0.0
421,30,No,Travel_Rarely,Research & Development,4,1,Technical Degree,2,Male,3,2,Manufacturing Director,5509,Married,5,No,17,4,3,8,3,4,0,0,34.3,Medium,No,0.0
422,35,No,Travel_Frequently,Research & Development,1,2,Life Sciences,3,Male,2,4,Research Director,9474,Divorced,1,No,13,3,2,10,2,1,7,1,12.5,Low,No,0.0
423,28,Yes,Travel_Rarely,Research & Development,18,4,Technical Degree,1,Male,2,1,Healthcare Representative,7905,Married,1,No,18,4,0,8,3,2,0,0,53.2,Medium,Yes,47430.0
424,40,No,Non-Travel,Research & Development,1,5,Human Resources,2,Female,2,3,Manager,7791,Divorced,2,No,11,3,1,20,1,2,1,0,33.8,Medium,No,0.0
425,50,No,Travel_Rarely,Research & Development,1,2,Human Resources,3,Female,1,4,Laboratory Technician,4997,Divorced,3,No,20,3,1,28,1,1,0,0,39.9,Medium,No,0.0
426,30,No,Travel_Rarely,Sales,4,5,Life Sciences,2,Female,4,3,Manager,9142,Single,1,No,20,3,1,5,2,2,5,1,18.7,Low,No,0.0
427,28,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,4,4,Research Scientist,6285,Divorced,1,No,14,3,1,9,2,1,4,2,41.3,Medium,No,0.0
428,29,No,Travel_Rarely,Research & Development,29,4,Marketing,2,Male,4,1,Laboratory Technician,9362,Divorced,4,No,19,3,2,7,3,1,1,0,26.0,Low,No,0.0
429,45,No,Travel_Rarely,Research & Development,6,2,Other,3,Female,3,1,Manager,9742,Married,2,Yes,11,3,0,21,2,2,0,0,37.7,Medium,No,0.0
430,42,Yes,Travel_Rarely,Sales,13,2,Technical Degree,2,Male,1,2,Sales Executive,4775,Married,1,No,18,4,0,21,3,2,5,1,63.8,High,Yes,28650.0
431,48,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,1,Manager,6362,Married,1,No,20,3,1,28,4,1,0,0,39.6,Medium,No,0.0
432,29,No,Non-Travel,Research & Development,5,4,Medical,1,Male,2,2,Research Scientist,8034,Single,6,No,11,3,1,8,1,2,8,5,29.1,Low,No,0.0
433,43,Yes,Non-Travel,Sales,18,3,Technical Degree,4,Female,3,1,Sales Executive,12693,Divorced,3,No,17,3,0,18,1,1,18,0,44.8,Medium,No,76158.0
434,25,Yes,Travel_Rarely,Research & Development,11,3,Life Sciences,2,Female,1,2,Manager,5910,Married,3,Yes,11,4,2,4,3,2,3,3,56.2,Medium,Yes,35460.0
435,41,No,Non-Travel,Human Resources,1,5,Life Sciences,3,Male,2,4,Manager,10279,Married,4,No,18,3,1,16,4,4,7,1,8.8,Low,No,0.0
436,49,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,Female,1,1,Research Director,6403,Divorced,2,No,13,4,2,24,2,3,0,0,43.0,Medium,No,0.0
437,45,No,Travel_Frequently,Sales,8,2,Human Resources,2,Male,2,3,Sales Executive,8950,Single,0,No,11,4,1,22,4,1,14,5,25.1,Low,No,0.0
438,34,No,Travel_Rarely,Sales,19,4,Other,2,Female,1,3,Sales Executive,9549,Married,2,No,11,3,1,9,3,2,9,0,16.8,Low,No,0.0
439,51,No,Travel_Rarely,Research & Development,6,2,Marketing,4,Male,3,4,Research Director,7517,Married,3,Yes,16,3,0,30,2,3,0,0,41.6,Medium,No,0.0
440,53,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Male,2,4,Research Director,7583,Single,3,No,11,3,0,31,2,2,2,2,38.1,Medium,No,0.0
441,50,No,Travel_Rarely,Sales,10,4,Human Resources,2,Male,2,3,Sales Representative,6947,Divorced,3,No,16,3,0,27,3,3,3,2,34.6,Medium,No,0.0
442,54,No,Travel_Rarely,Research & Development,10,2,Medical,4,Male,2,4,Manager,6717,Divorced,1,No,14,3,1,31,5,2,8,4,20.4,Low,No,0.0
443,39,No,Travel_Frequently,Research & Development,5,4,Other,1,Male,1,4,Manager,7300,Married,2,No,14,3,1,17,1,2,1,1,40.4,Medium,No,0.0
444,32,Yes,Travel_Rarely,Sales,1,3,Other,1,Female,1,1,Sales Representative,9300,Single,1,Yes,11,3,2,10,2,1,5,3,56.0,Medium,Yes,55800.0
445,30,No,Travel_Rarely,Research & Development,18,2,Other,3,Male,1,4,Research Scientist,7590,Married,5,No,19,3,0,9,1,1,7,1,27.2,Low,No,0.0
446,46,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,1,4,Research Director,5865,Single,0,No,18,3,1,24,4,2,2,1,37.5,Medium,No,0.0
447,39,No,Travel_Rarely,Research & Development,1,3,Human Resources,1,Male,4,4,Manager,11755,Single,4,No,17,3,0,19,2,4,10,3,13.3,Low,No,0.0
448,27,No,Travel_Rarely,Sales,10,1,Medical,1,Male,3,4,Sales Representative,5153,Divorced,1,No,13,3,0,2,3,4,1,1,29.2,Low,No,0.0
449,32,No,Travel_Rarely,Research & Development,7,4,Technical Degree,1,Female,4,1,Manager,5770,Married,3,No,18,3,0,8,3,2,0,0,52.2,Medium,Yes,0.0
450,40,No,Non-Travel,Sales,1,1,Life Sciences,1,Female,4,1,Manager,7443,Married,2,No,13,4,1,14,5,4,0,0,35.6,Medium,No,0.0
451,41,No,Travel_Rarely,Sales,18,2,Other,1,Male,3,3,Manager,8432,Single,3,Yes,11,3,1,16,3,4,12,3,23.0,Low,No,0.0
452,53,No,Travel_Frequently,Research & Development,3,3,Medical,4,Female,2,1,Manufacturing Director,6903,Single,2,No,15,4,0,32,3,2,1,1,46.9,Medium,No,0.0
453,40,No,Travel_Rarely,Sales,3,2,Life Sciences,3,Female,4,2,Sales Executive,3095,Married,2,No,15,4,0,15,3,3,3,0,37.0,Medium,No,0.0
454,38,No,Travel_Rarely,Research & Development,1,5,Marketing,3,Female,2,4,Research Scientist,15622,Married,2,No,13,4,1,17,5,2,17,0,10.2,Low,No,0.0
455,33,No,Travel_Rarely,Research & Development,8,4,Human Resources,4,Female,1,4,Healthcare Representative,7825,Divorced,1,Yes,11,3,1,9,2,4,2,2,28.9,Low,No,0.0
456,41,No,Non-Travel,Research & Development,1,3,Medical,3,Female,2,2,Research Scientist,6828,Single,2,No,15,3,1,16,3,4,7,4,25.5,Low,No,0.0
457,39,No,Non-Travel,Sales,15,3,Technical Degree,1,Male,1,3,Sales Executive,8181,Married,5,No,19,3,3,19,3,2,4,4,37.6,Medium,No,0.0
458,35,Yes,Travel_Rarely,Research & Development,8,1,Other,1,Female,4,4,Healthcare Representative,5382,Single,1,No,21,3,1,13,4,1,0,0,64.3,High,Yes,32292.0
459,40,No,Non-Travel,Sales,8,4,Other,2,Male,4,3,Sales Representative,8139,Married,2,No,19,3,1,18,2,3,10,7,22.9,Low,No,0.0
460,38,No,Non-Travel,Research & Development,29,1,Technical Degree,3,Female,1,4,Research Scientist,8777,Married,0,No,16,3,0,16,3,3,10,1,13.9,Low,No,0.0
461,37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Male,1,2,Healthcare Representative,9101,Single,2,No,16,3,1,15,4,1,10,7,9.2,Low,No,0.0
462,47,No,Travel_Rarely,Sales,3,4,Technical Degree,3,Male,4,2,Sales Representative,6902,Single,2,No,11,3,3,25,2,1,0,0,41.2,Medium,No,0.0
463,38,No,Non-Travel,Research & Development,5,4,Human Resources,1,Male,4,2,Research Scientist,7398,Married,5,No,11,3,3,13,4,3,13,2,25.4,Low,No,0.0
464,42,No,Travel_Rarely,Research & Development,4,3,Human Resources,3,Female,3,3,Research Scientist,13587,Married,2,No,14,3,0,21,1,3,17,0,17.8,Low,No,0.0
465,33,No,Travel_Rarely,Research & Development,4,3,Other,4,Male,1,2,Laboratory Technician,5528,Divorced,3,No,14,3,1,11,4,2,1,1,41.8,Medium,No,0.0
466,38,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1,Female,1,3,Manager,6305,Married,0,No,24,3,2,18,3,4,0,0,32.5,Medium,No,0.0
467,20,No,Travel_Rarely,Research & Development,13,1,Technical Degree,1,Male,4,3,Manager,7398,Married,2,Yes,16,3,2,0,4,1,0,0,51.2,Medium,Yes,0.0
468,37,No,Travel_Rarely,Sales,16,1,Marketing,4,Male,1,3,Sales Representative,8530,Married,2,Yes,12,3,2,8,0,2,8,3,24.5,Low,No,0.0
469,38,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,4,Laboratory Technician,9187,Married,2,No,11,3,0,16,1,3,3,0,11.3,Low,No,0.0
470,45,No,Travel_Frequently,Research & Development,15,5,Medical,1,Female,2,1,Manufacturing Director,14925,Single,3,Yes,11,3,2,23,2,1,21,1,28.2,Low,No,0.0
471,27,No,Travel_Rarely,Research & Development,5,2,Other,2,Male,1,4,Manufacturing Director,10569,Divorced,1,No,15,4,1,3,2,2,3,3,17.8,Low,No,0.0
472,36,Yes,Non-Travel,Research & Development,8,4,Human Resources,2,Male,4,1,Research Scientist,7565,Married,2,Yes,11,3,3,15,2,1,13,1,61.4,High,Yes,45390.0
473,34,No,Travel_Rarely,Research & Development,10,1,Medical,4,Female,2,1,Manager,11266,Married,0,No,19,3,2,12,2,2,10,2,10.9,Low,No,0.0
474,38,No,Travel_Rarely,Research & Development,1,4,Other,2,Male,4,1,Laboratory Technician,11541,Married,1,No,15,3,0,17,3,3,17,2,10.1,Low,No,0.0
475,37,Yes,Travel_Rarely,Sales,24,3,Technical Degree,1,Male,3,1,Sales Representative,8635,Married,5,Yes,11,3,1,0,3,3,0,0,62.9,High,Yes,51810.0
476,40,No,Travel_Frequently,Research & Development,11,5,Other,3,Female,2,2,Laboratory Technician,7071,Single,4,No,11,3,2,18,3,2,2,2,46.5,Medium,No,0.0
477,34,No,Travel_Rarely,Research & Development,5,2,Technical Degree,4,Female,2,3,Research Scientist,5192,Married,4,No,11,4,1,9,1,3,0,0,29.0,Low,No,0.0
478,36,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Female,3,2,Research Scientist,7457,Single,1,No,13,3,0,17,2,2,2,2,50.1,Medium,Yes,0.0
479,47,Yes,Travel_Frequently,Sales,3,5,Life Sciences,1,Female,2,2,Manager,7869,Single,0,No,15,3,0,27,1,1,0,0,64.2,High,Yes,47214.0
480,42,No,Non-Travel,Research & Development,1,4,Technical Degree,1,Female,4,2,Manager,11528,Married,2,No,12,3,1,19,4,2,3,3,17.9,Low,No,0.0
481,44,No,Non-Travel,Research & Development,1,5,Marketing,2,Female,3,4,Manufacturing Director,10691,Divorced,4,Yes,18,3,0,22,0,2,2,2,23.4,Low,No,0.0
482,29,Yes,Non-Travel,Research & Development,5,4,Technical Degree,1,Female,2,1,Manager,7782,Married,1,Yes,11,3,1,6,3,3,4,4,39.4,Medium,No,46692.0
483,41,No,Travel_Rarely,Research & Development,8,3,Medical,4,Female,1,4,Healthcare Representative,5059,Married,4,No,17,3,1,20,4,4,2,2,31.0,Medium,No,0.0
484,54,No,Travel_Rarely,Research & Development,22,4,Marketing,4,Male,4,4,Research Scientist,10289,Married,3,Yes,13,3,2,31,1,1,17,2,20.6,Low,No,0.0
485,32,No,Travel_Rarely,Sales,16,3,Other,1,Male,4,2,Sales Representative,5897,Married,0,No,11,4,0,12,3,3,2,2,42.4,Medium,No,0.0
486,46,Yes,Travel_Rarely,Research & Development,19,4,Other,1,Female,3,1,Research Director,5835,Divorced,4,Yes,17,3,0,22,4,1,1,1,73.7,High,Yes,35010.0
487,36,No,Travel_Rarely,Sales,2,4,Other,2,Male,4,2,Manager,9689,Married,2,No,11,3,0,12,1,3,8,3,7.7,Low,No,0.0
488,27,No,Travel_Rarely,Research & Development,7,4,Technical Degree,2,Male,1,2,Research Scientist,5734,Divorced,1,No,15,3,3,4,2,3,4,2,33.1,Medium,No,0.0
489,18,Yes,Travel_Frequently,Sales,24,4,Technical Degree,4,Male,4,3,Manager,8720,Married,2,Yes,15,3,0,0,1,2,0,0,55.4,Medium,Yes,52320.0
490,42,No,Travel_Rarely,Sales,4,2,Medical,1,Female,3,3,Manager,7702,Married,2,Yes,20,4,0,19,2,3,6,0,32.9,Medium,No,0.0
491,29,No,Travel_Rarely,Sales,3,3,Human Resources,1,Male,2,4,Manager,7288,Married,1,Yes,23,3,0,4,1,3,3,0,41.1,Medium,No,0.0
492,45,No,Travel_Rarely,Research & Development,1,5,Life Sciences,4,Female,4,1,Research Scientist,10026,Single,4,No,11,3,1,24,1,2,7,4,13.2,Low,No,0.0
493,51,No,Travel_Rarely,Sales,1,2,Medical,4,Male,3,1,Sales Executive,6626,Married,2,Yes,17,3,0,28,3,4,8,3,29.7,Low,No,0.0
494,50,No,Travel_Rarely,Sales,25,3,Technical Degree,1,Male,1,1,Manager,9476,Divorced,0,Yes,16,3,3,27,3,3,5,3,24.7,Low,No,0.0
495,42,No,Travel_Rarely,Research & Development,18,3,Technical Degree,1,Female,2,1,Research Scientist,7410,Divorced,2,No,12,3,0,17,3,3,5,2,36.0,Medium,No,0.0
496,40,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Healthcare Representative,7663,Divorced,0,No,18,3,3,17,2,3,2,2,25.4,Low,No,0.0
497,32,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,1,2,Manufacturing Director,8828,Married,3,No,20,3,1,16,3,2,3,0,22.3,Low,No,0.0
498,37,No,Travel_Rarely,Research & Development,12,2,Human Resources,3,Female,4,1,Manager,9665,Divorced,8,Yes,19,3,0,21,3,4,8,1,18.4,Low,No,0.0
499,42,No,Travel_Rarely,Sales,2,4,Other,1,Male,3,2,Sales Representative,6925,Married,9,No,12,3,0,20,2,4,2,1,39.3,Medium,No,0.0
500,50,No,Travel_Rarely,Research & Development,4,3,Medical,2,Female,4,2,Healthcare Representative,5737,Single,1,Yes,19,4,2,29,3,4,0,0,47.3,Medium,No,0.0
501,34,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,3,Manufacturing Director,6922,Single,4,No,19,3,0,14,1,2,0,0,63.7,High,Yes,41532.0
502,21,No,Non-Travel,Sales,1,3,Technical Degree,2,Male,2,4,Manager,4455,Married,4,No,15,3,0,0,3,1,0,0,38.9,Medium,No,0.0
503,34,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,2,1,Research Director,7983,Married,1,No,11,3,0,13,1,3,0,0,22.4,Low,No,0.0
504,21,No,Travel_Frequently,Research & Development,11,3,Life Sciences,4,Female,3,4,Healthcare Representative,8556,Single,0,No,19,4,0,0,2,3,0,0,17.3,Low,No,0.0
505,37,No,Travel_Rarely,Research & Development,1,2,Marketing,1,Female,1,3,Manufacturing Director,7457,Single,1,No,12,3,2,11,5,1,2,0,47.0,Medium,No,0.0
506,23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,2,Research Director,8165,Single,2,No,11,3,0,1,0,4,0,0,20.2,Low,No,0.0
507,23,No,Travel_Frequently,Research & Development,2,3,Other,3,Female,4,2,Research Director,5005,Married,1,No,14,3,0,0,2,2,0,0,39.2,Medium,No,0.0
508,26,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manager,8119,Married,0,Yes,18,3,1,2,2,3,2,1,36.2,Medium,No,0.0
509,26,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,4,3,Manager,5926,Married,2,No,14,3,1,6,3,4,0,0,23.0,Low,No,0.0
510,37,No,Travel_Rarely,Research & Development,6,1,Human Resources,1,Female,2,3,Healthcare Representative,7245,Married,2,Yes,21,3,0,13,0,2,6,0,38.8,Medium,No,0.0
511,48,Yes,Travel_Frequently,Research & Development,1,4,Human Resources,3,Female,3,3,Laboratory Technician,6712,Married,2,No,16,4,0,24,4,2,2,2,48.9,Medium,No,40272.0
512,44,No,Travel_Rarely,Human Resources,6,3,Marketing,4,Female,4,4,Human Resources,9073,Single,2,Yes,19,3,0,22,0,1,12,0,15.7,Low,No,0.0
513,40,Yes,Travel_Rarely,Sales,4,4,Human Resources,2,Male,3,1,Sales Executive,6049,Single,4,No,14,3,3,19,2,3,1,0,50.0,Medium,No,36294.0
514,41,No,Travel_Rarely,Research & Development,4,2,Other,1,Male,1,1,Healthcare Representative,10140,Married,4,No,11,3,3,17,4,4,3,1,20.3,Low,No,0.0
515,30,No,Non-Travel,Sales,6,3,Life Sciences,4,Female,4,1,Manager,9194,Married,2,No,15,3,3,7,3,2,7,4,13.9,Low,No,0.0
516,45,Yes,Travel_Frequently,Human Resources,29,4,Marketing,4,Female,1,1,Manager,4096,Married,1,Yes,14,4,2,22,3,3,0,0,50.1,Medium,Yes,24576.0
517,34,Yes,Travel_Frequently,Sales,14,3,Technical Degree,1,Female,4,4,Sales Executive,8450,Married,4,Yes,11,3,2,11,3,4,7,4,53.4,Medium,Yes,50700.0
518,25,No,Travel_Rarely,Research & Development,2,4,Human Resources,4,Female,1,2,Healthcare Representative,8357,Single,2,No,22,3,1,4,3,1,1,1,26.0,Low,No,0.0
519,27,No,Travel_Rarely,Sales,6,2,Technical Degree,4,Female,1,4,Manager,8033,Divorced,3,No,20,3,2,6,0,1,6,4,16.3,Low,No,0.0
520,28,No,Travel_Rarely,Research & Development,13,3,Human Resources,4,Female,2,2,Manufacturing Director,5789,Single,4,Yes,13,3,1,6,3,4,0,0,49.6,Medium,No,0.0
521,37,No,Travel_Frequently,Human Resources,3,3,Medical,1,Female,3,2,Human Resources,8890,Single,3,No,16,4,3,13,2,2,1,1,23.2,Low,No,0.0
522,34,No,Travel_Rarely,Research & Development,1,2,Human Resources,1,Female,2,1,Laboratory Technician,10412,Married,6,Yes,13,3,0,13,5,2,12,5,23.2,Low,No,0.0
523,29,No,Travel_Rarely,Research & Development,1,5,Marketing,3,Male,1,3,Research Scientist,7457,Married,8,No,15,3,0,8,5,4,0,0,22.0,Low,No,0.0
524,32,No,Travel_Rarely,Human Resources,12,4,Other,1,Female,1,1,Manager,6437,Married,3,No,14,3,1,11,3,1,1,1,47.0,Medium,No,0.0
525,25,No,Travel_Rarely,Research & Development,7,1,Life Sciences,2,Male,1,3,Research Scientist,5436,Married,2,No,13,3,1,4,3,1,2,2,36.0,Medium,No,0.0
526,47,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,3,Sales Executive,8650,Married,1,Yes,11,3,2,21,1,2,6,3,29.9,Low,No,0.0
527,31,No,Travel_Rarely,Research & Development,3,2,Medical,2,Female,2,4,Manufacturing Director,8753,Married,2,Yes,12,3,2,6,2,4,2,2,23.1,Low,No,0.0
528,52,No,Travel_Frequently,Research & Development,19,3,Other,3,Male,4,1,Research Director,6837,Married,2,No,15,3,0,29,6,4,1,0,28.7,Low,No,0.0
529,42,No,Travel_Frequently,Research & Development,3,4,Marketing,3,Male,1,3,Manager,6268,Married,4,Yes,12,3,0,20,4,1,9,2,42.2,Medium,No,0.0
530,60,No,Travel_Rarely,Research & Development,11,3,Marketing,2,Female,4,4,Research Scientist,8599,Single,3,Yes,17,3,0,39,1,1,5,4,40.0,Medium,No,0.0
531,35,No,Travel_Rarely,Sales,20,2,Technical Degree,3,Female,1,2,Sales Executive,4658,Single,5,No,17,3,1,12,4,1,0,0,53.9,Medium,Yes,0.0
532,30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,4,1,Manager,5902,Single,2,Yes,16,3,0,8,4,2,0,0,62.0,High,Yes,0.0
533,46,No,Non-Travel,Research & Development,4,3,Medical,1,Female,3,1,Healthcare Representative,6808,Married,2,No,16,4,3,24,4,4,3,3,32.8,Medium,No,0.0
534,23,No,Non-Travel,Research & Development,1,4,Human Resources,2,Male,3,1,Research Scientist,6512,Divorced,0,No,12,3,1,1,1,2,1,1,37.8,Medium,No,0.0
535,28,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,3,1,Research Scientist,7263,Single,8,No,11,3,0,4,3,1,4,3,64.1,High,Yes,43578.0
536,37,No,Non-Travel,Research & Development,1,2,Marketing,3,Male,2,3,Manager,7417,Married,2,No,14,3,1,18,2,1,6,0,31.1,Medium,No,0.0
537,38,No,Non-Travel,Research & Development,4,4,Human Resources,4,Male,1,4,Research Director,6073,Single,2,No,12,3,1,13,2,3,5,1,28.4,Low,No,0.0
538,37,No,Non-Travel,Research & Development,1,4,Life Sciences,1,Male,1,3,Manufacturing Director,7903,Single,9,No,19,3,3,11,4,1,2,2,44.6,Medium,No,0.0
539,37,Yes,Travel_Rarely,Research & Development,3,2,Human Resources,2,Female,1,1,Healthcare Representative,5300,Married,5,No,18,3,1,23,4,2,2,1,62.1,High,Yes,31800.0
540,32,Yes,Travel_Rarely,Research & Development,29,3,Other,1,Male,4,1,Research Scientist,6754,Single,2,No,11,3,1,13,2,2,0,0,69.4,High,Yes,40524.0
541,52,No,Travel_Rarely,Sales,2,3,Technical Degree,2,Male,1,3,Manager,6887,Married,0,Yes,23,3,0,31,3,2,3,3,40.0,Medium,No,0.0
